0, 0, Header, 1, 10, 480
1, 0, Start_track
3, 91200, Text_t, " stick"
3, 91680, Text_t, " with"
3, 91920, Text_t, " you"
3, 93780, Text_t, "/because"
3, 94320, Text_t, " there"
3, 94800, Text_t, " are"
3, 95280, Text_t, " no"
3, 95700, Text_t, " others"
3, 100320, Text_t, "\\You're"
3, 100800, Text_t, " all"
3, 101040, Text_t, " I"
3, 101520, Text_t, " need"
3, 104160, Text_t, "/You're"
3, 104640, Text_t, " all"
3, 104801, Text_t, " I"
3, 105360, Text_t, " need"
3, 107760, Text_t, "/I\222m"
3, 108000, Text_t, " in"
3, 108240, Text_t, " the"
3, 108480, Text_t, " mid"
3, 108720, Text_t, "dle"
3, 108960, Text_t, " of"
3, 109200, Text_t, " your"
3, 109440, Text_t, " pic"
3, 110160, Text_t, "ture"
3, 111840, Text_t, "/Ly"
3, 112080, Text_t, "ing"
3, 112320, Text_t, " in"
3, 112560, Text_t, " the"
3, 113040, Text_t, " reeds"
3, 134640, Text_t, "\\It\222s"
3, 134880, Text_t, " all"
3, 135360, Text_t, " wrong"
3, 136560, Text_t, "/It\222s"
3, 136800, Text_t, " all"
3, 137280, Text_t, " right"
3, 138480, Text_t, "/It\222s"
3, 138720, Text_t, " all"
3, 139200, Text_t, " wrong"
3, 140400, Text_t, "/It\222s"
3, 140640, Text_t, " all"
3, 141120, Text_t, " right"
3, 142320, Text_t, "/It\222s"
3, 142560, Text_t, " all"
3, 143040, Text_t, " wrong"
3, 144240, Text_t, "/It\222s"
3, 144480, Text_t, " all"
3, 144960, Text_t, " right"
3, 146160, Text_t, "/It\222s"
3, 146400, Text_t, " all"
3, 146880, Text_t, " wrong"
3, 148080, Text_t, "/It\222s"
3, 148320, Text_t, " all"
3, 148800, Text_t, " right"
3, 150000, Text_t, "/It\222s"
3, 150240, Text_t, " all"
3, 150720, Text_t, " wrong"
3, 151920, Text_t, "/It\222s"
3, 152160, Text_t, " all"
3, 152640, Text_t, " right"
3, 152640, End_track
4, 0, Start_track
4, 0, Title_t, "Voice"
4, 0, Control_c, 7, 100, 0
4, 0, Control_c, 7, 101, 0
4, 0, Control_c, 7, 6, 12
4, 0, Pitch_bend_c, 7, 8192
4, 0, Control_c, 7, 101, 0
4, 0, Control_c, 7, 100, 1
4, 0, Control_c, 7, 6, 64
4, 0, Control_c, 7, 38, 0
4, 0, Control_c, 7, 101, 127
4, 0, Control_c, 7, 100, 127
4, 0, Control_c, 6, 100, 0
4, 0, Control_c, 6, 101, 0
4, 0, Control_c, 6, 6, 12
4, 0, Pitch_bend_c, 6, 8192
4, 0, Control_c, 6, 101, 0
4, 0, Control_c, 6, 100, 1
4, 0, Control_c, 6, 6, 64
4, 0, Control_c, 6, 38, 0
4, 0, Control_c, 6, 101, 127
4, 0, Control_c, 6, 100, 127
4, 0, Control_c, 7, 101, 0
4, 0, Control_c, 7, 100, 2
4, 0, Control_c, 7, 6, 64
4, 0, Control_c, 7, 101, 127
4, 0, Control_c, 7, 100, 127
4, 0, Control_c, 6, 101, 0
4, 0, Control_c, 6, 100, 2
4, 0, Control_c, 6, 6, 64
4, 0, Control_c, 6, 101, 127
4, 0, Control_c, 6, 100, 127
4, 0, Program_c, 7, 73
4, 0, Program_c, 6, 73
4, 0, Control_c, 7, 0, 0
4, 0, Control_c, 6, 0, 0
4, 0, Control_c, 7, 7, 127
4, 0, Control_c, 6, 7, 127
4, 0, Control_c, 7, 10, 64
4, 0, Control_c, 6, 10, 64
4, 0, Control_c, 7, 93, 0
4, 0, Control_c, 6, 93, 0
4, 0, Control_c, 7, 91, 0
4, 0, Control_c, 6, 91, 0
4, 0, Control_c, 7, 92, 0
4, 0, Control_c, 6, 92, 0
4, 0, Control_c, 7, 95, 0
4, 0, Control_c, 6, 95, 0
4, 23520, Note_on_c, 6, 55, 95
4, 23760, Note_off_c, 6, 55, 80
4, 23760, Note_on_c, 6, 55, 95
4, 24000, Note_off_c, 6, 55, 80
4, 24000, Note_on_c, 6, 55, 95
4, 24480, Note_off_c, 6, 55, 80
4, 24720, Note_on_c, 7, 54, 95
4, 24912, Pitch_bend_c, 7, 8832
4, 24960, Pitch_bend_c, 7, 8832
4, 25380, Note_off_c, 7, 54, 80
4, 25380, Pitch_bend_c, 7, 8192
4, 26580, Note_on_c, 7, 54, 95
4, 26580, Pitch_bend_c, 7, 8832
4, 26640, Pitch_bend_c, 7, 8192
4, 27120, Note_off_c, 7, 54, 80
4, 27120, Note_on_c, 6, 52, 95
4, 27600, Note_off_c, 6, 52, 80
4, 27600, Note_on_c, 6, 50, 95
4, 28020, Note_off_c, 6, 50, 80
4, 28080, Note_on_c, 6, 48, 95
4, 28500, Note_on_c, 7, 54, 95
4, 28500, Pitch_bend_c, 7, 6784
4, 28530, Pitch_bend_c, 7, 7552
4, 28560, Note_off_c, 6, 48, 80
4, 28560, Pitch_bend_c, 7, 8192
4, 28656, Pitch_bend_c, 7, 8832
4, 28680, Pitch_bend_c, 7, 8832
4, 29040, Note_off_c, 7, 54, 80
4, 29040, Pitch_bend_c, 7, 8192
4, 33120, Note_on_c, 6, 55, 95
4, 33360, Note_off_c, 6, 55, 80
4, 33360, Note_on_c, 6, 55, 95
4, 33600, Note_off_c, 6, 55, 80
4, 33600, Note_on_c, 6, 55, 95
4, 33840, Note_off_c, 6, 55, 80
4, 33840, Note_on_c, 6, 55, 95
4, 34080, Note_off_c, 6, 55, 80
4, 34080, Note_on_c, 6, 55, 95
4, 34740, Note_off_c, 6, 55, 80
4, 36180, Note_on_c, 7, 54, 95
4, 36180, Pitch_bend_c, 7, 8832
4, 36240, Pitch_bend_c, 7, 8192
4, 36720, Note_off_c, 7, 54, 80
4, 36720, Note_on_c, 6, 52, 95
4, 37200, Note_off_c, 6, 52, 80
4, 37200, Note_on_c, 6, 50, 95
4, 37620, Note_off_c, 6, 50, 80
4, 37680, Note_on_c, 6, 48, 95
4, 38100, Note_on_c, 7, 50, 95
4, 38100, Pitch_bend_c, 7, 9600
4, 38130, Pitch_bend_c, 7, 8832
4, 38160, Note_off_c, 6, 48, 80
4, 38160, Pitch_bend_c, 7, 8192
4, 38880, Note_off_c, 7, 50, 80
4, 42720, Note_on_c, 6, 55, 95
4, 42960, Note_off_c, 6, 55, 80
4, 42960, Note_on_c, 6, 55, 95
4, 43200, Note_off_c, 6, 55, 80
4, 43200, Note_on_c, 6, 55, 95
4, 43680, Note_off_c, 6, 55, 80
4, 43680, Note_on_c, 6, 55, 95
4, 43920, Note_off_c, 6, 55, 80
4, 43920, Note_on_c, 7, 54, 95
4, 44112, Pitch_bend_c, 7, 8832
4, 44160, Pitch_bend_c, 7, 8832
4, 44640, Note_off_c, 7, 54, 80
4, 44640, Pitch_bend_c, 7, 8192
4, 45600, Note_on_c, 6, 55, 95
4, 45780, Note_off_c, 6, 55, 80
4, 45780, Note_on_c, 7, 54, 95
4, 45780, Pitch_bend_c, 7, 8832
4, 45840, Pitch_bend_c, 7, 8192
4, 46320, Note_off_c, 7, 54, 80
4, 46320, Note_on_c, 6, 52, 95
4, 46800, Note_off_c, 6, 52, 80
4, 46800, Note_on_c, 6, 50, 95
4, 47220, Note_off_c, 6, 50, 80
4, 47280, Note_on_c, 6, 48, 95
4, 47700, Note_on_c, 7, 54, 95
4, 47700, Pitch_bend_c, 7, 6784
4, 47730, Pitch_bend_c, 7, 7552
4, 47760, Note_off_c, 6, 48, 80
4, 47760, Pitch_bend_c, 7, 8192
4, 47856, Pitch_bend_c, 7, 8832
4, 47880, Pitch_bend_c, 7, 8832
4, 48240, Note_off_c, 7, 54, 80
4, 48240, Pitch_bend_c, 7, 8192
4, 56160, Note_on_c, 6, 52, 95
4, 56640, Note_off_c, 6, 52, 80
4, 56640, Note_on_c, 6, 55, 95
4, 56880, Note_off_c, 6, 55, 80
4, 56880, Note_on_c, 7, 57, 95
4, 56988, Pitch_bend_c, 7, 8832
4, 57000, Pitch_bend_c, 7, 9600
4, 57360, Note_off_c, 7, 57, 80
4, 57360, Pitch_bend_c, 7, 8192
4, 57360, Note_on_c, 6, 59, 95
4, 59040, Note_off_c, 6, 59, 80
4, 60000, Note_on_c, 6, 55, 95
4, 60480, Note_off_c, 6, 55, 80
4, 60480, Note_on_c, 6, 60, 95
4, 60600, Note_off_c, 6, 60, 80
4, 60641, Note_on_c, 7, 60, 95
4, 60641, Pitch_bend_c, 7, 6144
4, 60667, Pitch_bend_c, 7, 6784
4, 60694, Pitch_bend_c, 7, 7552
4, 60720, Pitch_bend_c, 7, 8192
4, 61200, Note_off_c, 7, 60, 80
4, 61200, Note_on_c, 7, 60, 95
4, 62112, Pitch_bend_c, 7, 7552
4, 62160, Pitch_bend_c, 7, 7552
4, 63096, Pitch_bend_c, 7, 6912
4, 63120, Pitch_bend_c, 7, 6144
4, 63600, Note_off_c, 7, 60, 80
4, 63600, Pitch_bend_c, 7, 8192
4, 63600, Pitch_bend_c, 7, 8192
4, 63600, Note_on_c, 6, 60, 95
4, 63840, Note_off_c, 6, 60, 80
4, 63840, Note_on_c, 6, 60, 95
4, 64080, Note_off_c, 6, 60, 80
4, 64080, Note_on_c, 6, 60, 95
4, 64320, Note_off_c, 6, 60, 80
4, 64320, Note_on_c, 6, 60, 95
4, 64560, Note_off_c, 6, 60, 80
4, 64560, Note_on_c, 6, 60, 95
4, 64800, Note_off_c, 6, 60, 80
4, 64800, Note_on_c, 6, 60, 95
4, 65040, Note_off_c, 6, 60, 80
4, 65040, Note_on_c, 6, 59, 95
4, 65280, Note_off_c, 6, 59, 80
4, 65280, Note_on_c, 6, 59, 95
4, 66000, Note_off_c, 6, 59, 80
4, 66000, Note_on_c, 6, 57, 95
4, 66960, Note_off_c, 6, 57, 80
4, 67680, Note_on_c, 6, 55, 95
4, 67920, Note_off_c, 6, 55, 80
4, 67920, Note_on_c, 6, 55, 95
4, 68160, Note_off_c, 6, 55, 80
4, 68160, Note_on_c, 6, 55, 95
4, 68400, Note_off_c, 6, 55, 80
4, 68400, Note_on_c, 6, 55, 95
4, 68880, Note_off_c, 6, 55, 80
4, 68880, Note_on_c, 7, 54, 95
4, 69072, Pitch_bend_c, 7, 8832
4, 69120, Pitch_bend_c, 7, 8832
4, 70080, Note_off_c, 7, 54, 80
4, 70080, Pitch_bend_c, 7, 8192
4, 71520, Note_on_c, 6, 55, 95
4, 71760, Note_off_c, 6, 55, 80
4, 71760, Note_on_c, 6, 55, 95
4, 72000, Note_off_c, 6, 55, 80
4, 72000, Note_on_c, 6, 55, 95
4, 72240, Note_off_c, 6, 55, 80
4, 72240, Note_on_c, 6, 55, 95
4, 72960, Note_off_c, 6, 55, 80
4, 74400, Note_on_c, 6, 55, 95
4, 74580, Note_off_c, 6, 55, 80
4, 74580, Note_on_c, 7, 54, 95
4, 74580, Pitch_bend_c, 7, 8832
4, 74640, Pitch_bend_c, 7, 8192
4, 75120, Note_off_c, 7, 54, 80
4, 75120, Note_on_c, 6, 52, 95
4, 75600, Note_off_c, 6, 52, 80
4, 75600, Note_on_c, 6, 50, 95
4, 76020, Note_off_c, 6, 50, 80
4, 76080, Note_on_c, 6, 48, 95
4, 76500, Note_on_c, 7, 54, 95
4, 76500, Pitch_bend_c, 7, 6784
4, 76530, Pitch_bend_c, 7, 7552
4, 76560, Note_off_c, 6, 48, 80
4, 76560, Pitch_bend_c, 7, 8192
4, 76656, Pitch_bend_c, 7, 8832
4, 76680, Pitch_bend_c, 7, 8832
4, 77040, Note_off_c, 7, 54, 80
4, 77040, Pitch_bend_c, 7, 8192
4, 80880, Note_on_c, 6, 55, 95
4, 81120, Note_off_c, 6, 55, 80
4, 81120, Note_on_c, 6, 55, 95
4, 81360, Note_off_c, 6, 55, 80
4, 81360, Note_on_c, 6, 55, 95
4, 81600, Note_off_c, 6, 55, 80
4, 81600, Note_on_c, 6, 55, 95
4, 82080, Note_off_c, 6, 55, 80
4, 82080, Note_on_c, 6, 55, 95
4, 82800, Note_off_c, 6, 55, 80
4, 84000, Note_on_c, 6, 55, 111
4, 84180, Note_off_c, 6, 55, 80
4, 84180, Note_on_c, 7, 54, 95
4, 84180, Pitch_bend_c, 7, 8832
4, 84240, Pitch_bend_c, 7, 8192
4, 84720, Note_off_c, 7, 54, 80
4, 84720, Note_on_c, 6, 52, 95
4, 85200, Note_off_c, 6, 52, 80
4, 85200, Note_on_c, 6, 50, 95
4, 85620, Note_off_c, 6, 50, 80
4, 85680, Note_on_c, 6, 48, 95
4, 86100, Note_on_c, 7, 50, 95
4, 86100, Pitch_bend_c, 7, 9600
4, 86130, Pitch_bend_c, 7, 8832
4, 86160, Note_off_c, 6, 48, 80
4, 86160, Pitch_bend_c, 7, 8192
4, 86880, Note_off_c, 7, 50, 80
4, 90480, Note_on_c, 6, 55, 95
4, 90720, Note_off_c, 6, 55, 80
4, 90720, Note_on_c, 6, 55, 95
4, 90960, Note_off_c, 6, 55, 80
4, 90960, Note_on_c, 6, 55, 95
4, 91200, Note_off_c, 6, 55, 80
4, 91200, Note_on_c, 6, 57, 95
4, 91680, Note_off_c, 6, 57, 80
4, 91680, Note_on_c, 6, 54, 95
4, 91920, Note_off_c, 6, 54, 80
4, 91920, Note_on_c, 6, 55, 95
4, 92580, Note_off_c, 6, 55, 80
4, 93780, Note_on_c, 7, 54, 95
4, 93780, Pitch_bend_c, 7, 8832
4, 93840, Pitch_bend_c, 7, 8192
4, 94320, Note_off_c, 7, 54, 80
4, 94320, Note_on_c, 6, 52, 95
4, 94800, Note_off_c, 6, 52, 80
4, 94800, Note_on_c, 6, 50, 95
4, 95220, Note_off_c, 6, 50, 80
4, 95280, Note_on_c, 6, 48, 95
4, 95700, Note_on_c, 7, 54, 95
4, 95700, Pitch_bend_c, 7, 6784
4, 95730, Pitch_bend_c, 7, 7552
4, 95760, Note_off_c, 6, 48, 80
4, 95760, Pitch_bend_c, 7, 8192
4, 95856, Pitch_bend_c, 7, 8832
4, 95880, Pitch_bend_c, 7, 8832
4, 96240, Note_off_c, 7, 54, 80
4, 96240, Pitch_bend_c, 7, 8192
4, 100320, Note_on_c, 6, 52, 95
4, 100800, Note_off_c, 6, 52, 80
4, 100800, Note_on_c, 6, 55, 95
4, 101040, Note_off_c, 6, 55, 80
4, 101040, Note_on_c, 7, 57, 95
4, 101148, Pitch_bend_c, 7, 8832
4, 101160, Pitch_bend_c, 7, 9600
4, 101520, Note_off_c, 7, 57, 80
4, 101520, Pitch_bend_c, 7, 8192
4, 101520, Note_on_c, 6, 59, 95
4, 103200, Note_off_c, 6, 59, 80
4, 104160, Note_on_c, 6, 55, 95
4, 104640, Note_off_c, 6, 55, 80
4, 104640, Note_on_c, 6, 60, 95
4, 104760, Note_off_c, 6, 60, 80
4, 104801, Note_on_c, 7, 60, 95
4, 104801, Pitch_bend_c, 7, 6144
4, 104827, Pitch_bend_c, 7, 6784
4, 104854, Pitch_bend_c, 7, 7552
4, 104880, Pitch_bend_c, 7, 8192
4, 105360, Note_off_c, 7, 60, 80
4, 105360, Note_on_c, 6, 60, 95
4, 106320, Note_off_c, 6, 60, 80
4, 106320, Note_on_c, 7, 59, 95
4, 107256, Pitch_bend_c, 7, 7552
4, 107280, Pitch_bend_c, 7, 6784
4, 107760, Note_off_c, 7, 59, 80
4, 107760, Pitch_bend_c, 7, 8192
4, 107760, Note_on_c, 6, 60, 95
4, 108000, Note_off_c, 6, 60, 80
4, 108000, Note_on_c, 6, 60, 95
4, 108240, Note_off_c, 6, 60, 80
4, 108240, Note_on_c, 6, 60, 95
4, 108480, Note_off_c, 6, 60, 80
4, 108480, Note_on_c, 6, 60, 95
4, 108720, Note_off_c, 6, 60, 80
4, 108720, Note_on_c, 6, 60, 95
4, 108960, Note_off_c, 6, 60, 80
4, 108960, Note_on_c, 6, 60, 95
4, 109200, Note_off_c, 6, 60, 80
4, 109200, Note_on_c, 6, 59, 95
4, 109440, Note_off_c, 6, 59, 80
4, 109440, Note_on_c, 6, 59, 95
4, 110160, Note_off_c, 6, 59, 80
4, 110160, Note_on_c, 6, 57, 95
4, 111120, Note_off_c, 6, 57, 80
4, 111840, Note_on_c, 6, 55, 95
4, 112080, Note_off_c, 6, 55, 80
4, 112080, Note_on_c, 6, 55, 95
4, 112320, Note_off_c, 6, 55, 80
4, 112320, Note_on_c, 6, 55, 95
4, 112560, Note_off_c, 6, 55, 80
4, 112560, Note_on_c, 6, 55, 95
4, 113040, Note_off_c, 6, 55, 80
4, 113040, Note_on_c, 7, 54, 95
4, 113232, Pitch_bend_c, 7, 8832
4, 113280, Pitch_bend_c, 7, 8832
4, 114240, Note_off_c, 7, 54, 80
4, 114240, Pitch_bend_c, 7, 8192
4, 134400, Control_c, 6, 7, 127
4, 134400, Control_c, 7, 7, 127
4, 134400, Control_c, 6, 10, 64
4, 134400, Control_c, 7, 10, 64
4, 134640, Note_on_c, 6, 60, 95
4, 134880, Note_off_c, 6, 60, 80
4, 134880, Note_on_c, 6, 62, 95
4, 135360, Note_off_c, 6, 62, 80
4, 135360, Note_on_c, 6, 62, 95
4, 136320, Note_off_c, 6, 62, 80
4, 136560, Note_on_c, 6, 62, 95
4, 136800, Note_off_c, 6, 62, 80
4, 136800, Note_on_c, 6, 64, 95
4, 137280, Note_off_c, 6, 64, 80
4, 137280, Note_on_c, 6, 64, 95
4, 138240, Note_off_c, 6, 64, 80
4, 138480, Note_on_c, 6, 64, 95
4, 138720, Note_off_c, 6, 64, 80
4, 138720, Note_on_c, 6, 66, 95
4, 139200, Note_off_c, 6, 66, 80
4, 139200, Note_on_c, 6, 66, 95
4, 140160, Note_off_c, 6, 66, 80
4, 140400, Note_on_c, 6, 64, 95
4, 140640, Note_off_c, 6, 64, 80
4, 140640, Note_on_c, 6, 66, 95
4, 141120, Note_off_c, 6, 66, 80
4, 141120, Note_on_c, 7, 67, 95
4, 141312, Pitch_bend_c, 7, 7552
4, 141360, Pitch_bend_c, 7, 7552
4, 141576, Pitch_bend_c, 7, 6912
4, 141600, Pitch_bend_c, 7, 6144
4, 141816, Pitch_bend_c, 7, 5504
4, 141840, Pitch_bend_c, 7, 4736
4, 142320, Note_off_c, 7, 67, 80
4, 142320, Pitch_bend_c, 7, 8192
4, 142320, Note_on_c, 6, 60, 95
4, 142560, Note_off_c, 6, 60, 80
4, 142560, Note_on_c, 6, 62, 95
4, 143040, Note_off_c, 6, 62, 80
4, 143040, Note_on_c, 6, 62, 95
4, 144000, Note_off_c, 6, 62, 80
4, 144240, Note_on_c, 6, 62, 95
4, 144480, Note_off_c, 6, 62, 80
4, 144480, Note_on_c, 6, 64, 95
4, 144960, Note_off_c, 6, 64, 80
4, 144960, Note_on_c, 6, 64, 95
4, 145920, Note_off_c, 6, 64, 80
4, 146160, Note_on_c, 6, 64, 95
4, 146400, Note_off_c, 6, 64, 80
4, 146400, Note_on_c, 6, 66, 95
4, 146880, Note_off_c, 6, 66, 80
4, 146880, Note_on_c, 6, 66, 95
4, 147840, Note_off_c, 6, 66, 80
4, 148080, Note_on_c, 6, 64, 95
4, 148320, Note_off_c, 6, 64, 80
4, 148320, Note_on_c, 6, 66, 95
4, 148800, Note_off_c, 6, 66, 80
4, 148800, Note_on_c, 7, 67, 95
4, 148992, Pitch_bend_c, 7, 7552
4, 149040, Pitch_bend_c, 7, 7552
4, 149256, Pitch_bend_c, 7, 6912
4, 149280, Pitch_bend_c, 7, 6144
4, 149496, Pitch_bend_c, 7, 5504
4, 149520, Pitch_bend_c, 7, 4736
4, 150000, Note_off_c, 7, 67, 80
4, 150000, Pitch_bend_c, 7, 8192
4, 150000, Note_on_c, 6, 60, 95
4, 150240, Note_off_c, 6, 60, 80
4, 150240, Note_on_c, 6, 62, 95
4, 150720, Note_off_c, 6, 62, 80
4, 150720, Note_on_c, 6, 62, 95
4, 151680, Note_off_c, 6, 62, 80
4, 151920, Note_on_c, 6, 62, 95
4, 152160, Note_off_c, 6, 62, 80
4, 152160, Note_on_c, 6, 64, 95
4, 152640, Note_off_c, 6, 64, 80
4, 152640, Note_on_c, 6, 64, 95
4, 154560, Note_off_c, 6, 64, 80
4, 154560, End_track
5, 0, Start_track
5, 0, Title_t, "Piano/samples noise"
5, 0, Control_c, 5, 100, 0
5, 0, Control_c, 5, 101, 0
5, 0, Control_c, 5, 6, 12
5, 0, Pitch_bend_c, 5, 8192
5, 0, Control_c, 5, 101, 0
5, 0, Control_c, 5, 100, 1
5, 0, Control_c, 5, 6, 64
5, 0, Control_c, 5, 38, 0
5, 0, Control_c, 5, 101, 127
5, 0, Control_c, 5, 100, 127
5, 0, Control_c, 4, 100, 0
5, 0, Control_c, 4, 101, 0
5, 0, Control_c, 4, 6, 12
5, 0, Pitch_bend_c, 4, 8192
5, 0, Control_c, 4, 101, 0
5, 0, Control_c, 4, 100, 1
5, 0, Control_c, 4, 6, 64
5, 0, Control_c, 4, 38, 0
5, 0, Control_c, 4, 101, 127
5, 0, Control_c, 4, 100, 127
5, 0, Control_c, 5, 101, 0
5, 0, Control_c, 5, 100, 2
5, 0, Control_c, 5, 6, 64
5, 0, Control_c, 5, 101, 127
5, 0, Control_c, 5, 100, 127
5, 0, Control_c, 4, 101, 0
5, 0, Control_c, 4, 100, 2
5, 0, Control_c, 4, 6, 64
5, 0, Control_c, 4, 101, 127
5, 0, Control_c, 4, 100, 127
5, 0, Program_c, 5, 1
5, 0, Program_c, 4, 1
5, 0, Control_c, 5, 0, 0
5, 0, Control_c, 4, 0, 0
5, 0, Control_c, 5, 7, 112
5, 0, Control_c, 4, 7, 112
5, 0, Control_c, 5, 10, 96
5, 0, Control_c, 4, 10, 96
5, 0, Control_c, 5, 93, 0
5, 0, Control_c, 4, 93, 0
5, 0, Control_c, 5, 91, 0
5, 0, Control_c, 4, 91, 0
5, 0, Control_c, 5, 92, 0
5, 0, Control_c, 4, 92, 0
5, 0, Control_c, 5, 95, 0
5, 0, Control_c, 4, 95, 0
5, 71040, Program_c, 4, 122
5, 71040, Program_c, 5, 122
5, 71040, Control_c, 4, 7, 0
5, 71040, Control_c, 5, 7, 0
5, 72000, Control_c, 4, 7, 7
5, 72000, Control_c, 5, 7, 7
5, 72000, Control_c, 4, 10, 127
5, 72000, Control_c, 5, 10, 127
5, 72000, Pitch_bend_c, 5, 8192
5, 72000, Note_on_c, 5, 69, 95
5, 72000, Pitch_bend_c, 5, 8192
5, 72002, Pitch_bend_c, 5, 8192
5, 72004, Pitch_bend_c, 5, 8192
5, 72005, Pitch_bend_c, 5, 8192
5, 72007, Pitch_bend_c, 5, 8192
5, 72008, Pitch_bend_c, 5, 8192
5, 72009, Pitch_bend_c, 5, 8192
5, 72012, Pitch_bend_c, 5, 8192
5, 72013, Pitch_bend_c, 5, 8192
5, 72014, Pitch_bend_c, 5, 8192
5, 72016, Pitch_bend_c, 5, 8192
5, 72017, Pitch_bend_c, 5, 8192
5, 72019, Pitch_bend_c, 5, 8192
5, 72021, Pitch_bend_c, 5, 8192
5, 72021, Pitch_bend_c, 5, 8192
5, 72023, Pitch_bend_c, 5, 8192
5, 72025, Pitch_bend_c, 5, 8192
5, 72026, Pitch_bend_c, 5, 8192
5, 72028, Pitch_bend_c, 5, 8192
5, 72030, Pitch_bend_c, 5, 8192
5, 72030, Pitch_bend_c, 5, 8192
5, 72033, Pitch_bend_c, 5, 8192
5, 72034, Pitch_bend_c, 5, 8192
5, 72035, Pitch_bend_c, 5, 8192
5, 72038, Pitch_bend_c, 5, 8192
5, 72038, Pitch_bend_c, 5, 8192
5, 72040, Pitch_bend_c, 5, 8192
5, 72042, Pitch_bend_c, 5, 8192
5, 72042, Pitch_bend_c, 5, 8192
5, 72045, Pitch_bend_c, 5, 8192
5, 72046, Pitch_bend_c, 5, 8192
5, 72047, Pitch_bend_c, 5, 8192
5, 72049, Pitch_bend_c, 5, 8192
5, 72051, Pitch_bend_c, 5, 8192
5, 72052, Pitch_bend_c, 5, 8192
5, 72054, Pitch_bend_c, 5, 8192
5, 72055, Pitch_bend_c, 5, 8192
5, 72056, Pitch_bend_c, 5, 8192
5, 72059, Pitch_bend_c, 5, 8192
5, 72059, Pitch_bend_c, 5, 8192
5, 72061, Pitch_bend_c, 5, 8192
5, 72063, Pitch_bend_c, 5, 8192
5, 72063, Pitch_bend_c, 5, 8192
5, 72066, Pitch_bend_c, 5, 8192
5, 72068, Pitch_bend_c, 5, 8192
5, 72068, Pitch_bend_c, 5, 8192
5, 72070, Pitch_bend_c, 5, 8192
5, 72072, Pitch_bend_c, 5, 8192
5, 72073, Pitch_bend_c, 5, 8192
5, 72075, Pitch_bend_c, 5, 8192
5, 72076, Pitch_bend_c, 5, 8192
